Candidate ID|Total Contributions|Z Value of Total|Minimum Contribution|Maximum Contribution|Median Contribution|Mean Contribution|Stdev of Contributions
H0WA01082|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H8IL09067|337861.00|-0.0661|-2500.00|5000.00|1000.00|1586.20|1308.63
H2FL22098|556705.00|-0.0457|-1000.00|55000.00|1500.00|2542.03|4796.26
H2OK02141|3000.00|-0.0973|1000.00|2000.00|2000.00|1500.00|500.00
S2CT00157|4700.00|-0.0971|100.00|1000.00|500.00|587.50|355.10
H2SC05086|2000.00|-0.0974|1000.00|1000.00|1000.00|1000.00|0.00
H2NV04037|44344.00|-0.0934|45.00|6696.00|1000.00|1847.67|1831.44
H8CT01046|1157531.00|0.0103|-5000.00|5000.00|1000.00|1566.35|1491.26
H0VA05095|933170.00|-0.0106|-2500.00|16586.00|1000.00|1544.98|1361.76
H2MA04107|5000.00|-0.0971|5000.00|5000.00|5000.00|5000.00|0.00
H2NY00044|887380.00|-0.0149|-2500.00|221302.00|2000.00|6524.85|25024.49
H2NM01110|27363.00|-0.0950|-500.00|5000.00|500.00|1052.42|1578.30
H2VA06198|229.00|-0.0975|229.00|229.00|229.00|229.00|0.00
S8NE00067|2749476.00|0.1586|-4000.00|364090.00|2500.00|8955.95|34291.41
S0FL00312|-882.00|-0.0976|-1000.00|565.00|54.00|-176.40|695.06
H2IL17071|5295944.00|0.3958|1.00|621711.00|1359.00|14509.44|63480.48
H2OR01133|1724561.00|0.0631|-2500.00|136553.00|1000.00|3476.94|12992.56
H2CO06123|3244776.00|0.2047|-4500.00|503274.00|35.00|4688.98|35951.94
H0WI02060|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
S8IN00049|-13000.00|-0.0988|-10000.00|-1000.00|-1000.00|-3250.00|3897.11
H8NY13077|-8500.00|-0.0983|-5000.00|-1000.00|-2500.00|-2833.33|1649.92
H2AZ09084|12000.00|-0.0964|1000.00|5000.00|2500.00|2400.00|1462.87
H0GA02217|3782.00|-0.0972|3782.00|3782.00|3782.00|3782.00|0.00
S4SC00240|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H2MA04073|429174.00|-0.0576|-5000.00|5000.00|1500.00|2156.65|1751.27
H2MI01068|-3500.00|-0.0979|-2500.00|-1000.00|-1000.00|-1750.00|750.00
H2FL06109|189787.00|-0.0799|1.00|5694.00|1000.00|1757.29|1463.65
H6FL11175|3500.00|-0.0972|500.00|2000.00|1000.00|1166.67|623.61
H0MI09115|24457.00|-0.0953|2000.00|22457.00|22457.00|12228.50|10228.50
H2FL02116|65750.00|-0.0914|-5000.00|5000.00|1000.00|2054.69|2191.72
S4FL00256|525.00|-0.0975|525.00|525.00|525.00|525.00|0.00
H2TX06129|1000.00|-0.0975|1000.00|1000.00|1000.00|1000.00|0.00
H6OH23033|242913.00|-0.0749|-5000.00|63838.00|1931.00|4671.40|10485.29
H6OH18157|-1500.00|-0.0977|-1000.00|-500.00|-500.00|-750.00|250.00
H2TX36050|250.00|-0.0975|250.00|250.00|250.00|250.00|0.00
H2NY22071|260725.00|-0.0733|100.00|260625.00|260625.00|130362.50|130262.50
H2PA18176|57860.00|-0.0922|-2484.00|25000.00|205.00|1653.14|4315.91
H8OH05036|554534.00|-0.0459|-2500.00|5000.00|1000.00|1527.64|1278.97
H2TX27216|2600.00|-0.0973|2600.00|2600.00|2600.00|2600.00|0.00
H6KY03090|-5000.00|-0.0980|-4000.00|-1000.00|-1000.00|-2500.00|1500.00
H0TX17104|513208.00|-0.0497|-5000.00|5000.00|1000.00|1295.98|1208.78
H4OK06056|1107533.00|0.0056|-5000.00|5000.00|1000.00|1670.49|1258.34
